ID,Time,Title,Category,Salary,Company,Company Reviews,Company Rating(out of 5),Url,Location,Description,min_experience,max_experience,short_type
684,30+ days ago,Data Analyst,Data Analyst,,fifty-five | the data company,,,https://www.indeed.hk//rc/clk?jk=fb0de902398ce466&fccid=b401fe66874e89d4&vjs=3,Hong Kong,"Hong KongAre you a self motivated and eager to learn data analyst who is passionate about innovation and new technologies? 55 the data company is looking for a Data Analyst to join their growing team!

Perks

‍Dress code: smart casual
Layout: open plan, bright and spacious setting
Amenities: free coffee, tea and healthy snacks
Features: weekly TGITs, monthly lunch all together, a Christmas outing, birthday celebrations, spontaneous drinks sometimes and an annual offsite trip - in HK or Europe - with the rest of the company
Your Role

After a thorough training program at our HQ in Paris and then continously in Hong Kong, deliver projects related to holistic performance measurement of the client's marketing, advertising & sales initiatives
Analyse data and structure relevant information for the client's benefit, in line with business indicators specific to their industry (esp. retail, travel & hospitality, banking & insurance)
Develop a sharp operational expertise on data-driven marketing, sales & advertising
Meet clients' needs and pay attention to the quality of all deliverables
Requirements

Education: Master's degree (business, engineering) or equivalent diploma. Fluent English & Cantonese (Mandarin is a big plus)
Experience: - 0-2 years experience (applicants with 3-5 years of relevant experience will be considered for a senior analyst position) in project management or digital marketing, consulting firms (strategy, organization, change management, IS, etc.), ERP/BI software vendors (Salesforce, etc.), or media agencies. Knowledge of the main online acquisition channels: search engines (SEO, SEM), display, affiliate marketing, emailing, social media, web and mobile applications, etc. Hands-on experience with Google Analytics will be seen as a big plus.
Skills: SQL skills would be a big plus. Excellent communication, both oral and written. Strong analytical skills. Self-driven. Easy-going but professional. Curious and willing to learn (a lot!)
Interests: Strong interest in new technologies and innovation in general",2,5,DA
685,30+ days ago,"Client Data Services, Analyst (Hong Kong)",Data Analyst,,Axioma Inc.,,,https://www.indeed.hk//rc/clk?jk=ee5ff3a1b88b5fa7&fccid=d7493cc3acf889e2&vjs=3,Hong Kong,"Hong KongOverview
Are you interested in joining a smart team in great office environment at an award-winning organization? At Axioma, we bring together the best minds from across the world to challenge the way financial institutions think about risk and investment portfolio management. To learn more about us go to www.axioma.com

We Innovate. We Create. We Collaborate

In this entry-level position, you will join a new team “Client Data Services” responsible for providing custom services to clients that include Data and Analytics Reconciliation. The reconciliation including is to identify and remediate any discrepancies in input data and resulting analytics generated within Axioma Risk. The goal is to address issues timely such that quality analytics reporting is delivered to clients.
Responsibilities
The Analyst will be joining a highly productive entrepreneurial team, itself part of a global organization. This is an excellent opportunity for a recent graduate and self-starter with a strong academic background to ensuring the stability of Axioma’s core infrastructure and content as delivered to our customers.
The analyst would get to do the following:
Gain an understanding of Axioma’s infrastructure, particularly delivery mechanisms through which client submit their positions (API, SFTP), that results in the delivery of risk reporting
Ensure reconciliations are successfully completed and troubleshoot any discrepancies
Work with internal/external stakeholders to ensure issues are appropriately reviewed and progressing to completion
Ability to evaluate systems, procedures and introduce recommendations for improvements
Understand upstream processes impactful to the reconciliation and develop ability to correlate the effect of change
Maintain accurate process documents and train team members to ensure holistic understanding
Qualifications
Bachelor’s Degree in Business, Finance, Computer Science, or Engineering from an accredited institution.
Familiarity with Derivatives Pricing
Strong quantitative problem-solving and analytical skills, detail oriented
General understanding of financial markets
Excellent organization and communication skills
Ability to work effectively under pressure in a rapidly changing environment to meet deadlines
Experience with SQL, Python or other object-oriented programming language (VBA, UNIX/LINUX a plus but not essential)
Very proficient in written and spoken English
Ability to multi-task across a host of activities
Ability to work on a global team spread across multiple regions and time zones.
Focus on continuous improvement and process innovation
Compensation:
Competitive salary
Full benefits package
Performance-based annual bonus
Axioma is an equal opportunity employer that offers challenging work in a supportive environment.",,,DA
686,4 days ago,HK Global Internal Fraud Analyst Vallar Data Analytics,Data Analyst,,Citi,,3.9,https://www.indeed.hk//rc/clk?jk=db077e8c7727ab22&fccid=5bcd1ef0a7f4fb99&vjs=3,"Kowloon City, Kowloon","Kowloon City, KowloonThe Fraud Ops Analyst 1 is an entry level position responsible for assisting in efforts to ensure fraud risk policy and controls are applied to minimize the impact of fraud incidence and prevent loss in coordination with the Fraud Operations team.The overall objective of this role is to assist in managing fraud losses by ensuring analysts make appropriate decisions using risk/reward balanace methodology.


Responsibilities:
Perform short and long term forecasting analysis and standardized fraud analysis
Make judgments based on practice and precedence, and work within guidelines, under general supervision
Develop and maintain working knowledge of business/industry standards and practices
Demonstrate fundamental understanding of how the team interacts with others in accomplishing the objectives of the area
Identify inconsistencies in data or results, and exchange information in a concise and logical way
Impact the business directly through the quality of the tasks/services provided
Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.
Qualifications:
Relevant experience in a related role
Knowledge and previous experience in the Investigation and Fraud claims process
Experience in trend analysis and alerts in early fraud detection
Extensive knowledge of the Bank's Transactional Processing platforms
Proficient in Microsoft Office and Access
Consistently demonstrates clear and concise written and verbal communication
Demonstrated ability to remain unbiased in a diverse working environment
Education:
Bachelor’s degree/University degree or equivalent experience
-
Grade :All Job Level - All Job FunctionsAll Job Level - All Job Functions - HK
-
Time Type :Full time
-
Citi is an equal opportunity and affirmative action employer.
Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity.
Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity CLICK HERE.
To view the ""EEO is the Law"" poster CLICK HERE. To view the EEO is the Law Supplement CLICK HERE.
To view the EEO Policy Statement CLICK HERE.
To view the Pay Transparency Posting CLICK HERE.",,,DA
687,17 days ago,"Technology - Data Analyst - IT Asset Decommission and Disposal Reconciliation, Associate",Data Analyst,,Morgan Stanley,,3.9,https://www.indeed.hk//rc/clk?jk=5f74ed6f92c20c4c&fccid=0c39fb2c91742dcf&vjs=3,Hong Kong,"Hong KongAbout UsMorgan Stanley is a leading global financial services firm providing a wide range of investment banking, securities, investment management and wealth management services. We advise, originate, trade, manage and distribute capital for governments, institutions and individuals. As a market leader, the talent and passion of our people is critical to our success. Together, we share a common set of values rooted in integrity, excellence and strong team ethic. We provide you a superior foundation for building a professional career where you can learn, achieve and grow. Technology/Role/Department at Morgan Stanley OverviewThis role will be focused on proactively validating and verifying data center asset decommissioning - disposal procedures and records with the objective of detecting, alerting and verifying errors, omissions and corrective actions to prevent potential data center asset or data loss events.The reconciliation function will reiteratively test data center asset management controls within and across regions via desktop and/or field level validations. The main objective of the role is to check that the disposal process and chain of custody documentation is compliant to the Firm’s standards and that artifacts are globally reconcilable.The role has global responsibilities with colleagues and key stakeholders based in locations across North America, EMEA, Asia and Japan. The successful candidate will build relationships across different regions and time zones to support the role and EDC's Risk agenda.
Skills Required: - Excellent teamwork skills, capable of working effectively across a variety of IT and Business groups, across regions, roles and able to interact effectively with all management levels- Ability to switch context quickly and work on multiple streams of work concurrently- Proven ability to influence cross-functional teams without formal authority- Ability to identify appropriate stakeholders within and beyond immediate team and work to build and maintain tight network/relationships with them- Strong communication skills essential, written and verbal- Experience in developing executive level presentation materials- Self-starter able to identify where focus is needed and bring clarity to requirements- Proven ability to manage multiple, concurrent projects with minimal supervision- Ability to work in fast-paced environment with tight deadlines- Strong analytical and problem-solving skills.- Proficiency in MS Office and related applications (Word, Excel, PowerPoint, Access, Visio, Project). Advanced skill in data manipulation or automation using Excel functionality.- Ability to build and sustain relationships with individuals at all levels of the organisation and leverage this to achieve work-related objectives
Education and qualifications: - Educated to degree level.- ITIL, PMP certified (desired)",,,DA
688,8 days ago,Data Analyst,Data Analyst,,Hip Hing Construction,,,https://www.indeed.hk//rc/clk?jk=dda171459cd7f99a&fccid=0f4d556c6bfe9e5a&vjs=3,Hong Kong,"Hong KongJob Duties
Conduct data extraction, analysis and manipulation.
Visualize findings and prepare customized data reports.
Carry out feasibility studies from the reports and interpret the findings for business enhancements.
Develop statistical predictive models to identify business challenges and opportunities.
Conduct presentation of the data reports to users to support the business decisions.
Provide insights and recommendations to management for operation optimization.
Requirements
Degree holder in Statistics, Applied Mathematics, Computer Science, Information Technology or relevant discipline.
At least 3 years’ experience in research, data mining and business data analysis.
Hands-on experience in analytic tools, including Power BI, Tableau.
Good interpersonal skills and ability to collaborate with teams of non-technical users.
Strong presentation and problem solving skills.
Proficient in MS Office, especially Excel and PowerPoint.
Good command of spoken and written English & Chinese.
Attractive salary and fringe benefits will be offered to the successful candidates.

All personal data collected will be used for recruitment purposes only.

Applicants who are not invited for an interview within 8 weeks may consider their applications unsuccessful.",3,3,DA
689,30+ days ago,Data Analyst & Testing Coordinator,Data Analyst,,International Christian School,23,3.9,https://www.indeed.hk//rc/clk?jk=c223954931ebed6e&fccid=8e3cb6b8f40d4405&vjs=3,"Sha Tin, New Territories","Sha Tin, New TerritoriesJob Description
The job holder will perform a variety of professional, supervisory, technical and administrative tasks in directing the administration of standardized testing (e.g. AP/SAT/ACT) of students. Responsibilities also include compiling, analyzing, and documenting data for student learning outcomes.
Key Responsibilities
1. Data Analysis

Gather, analyze and interpret data for analysis, research and audits.
Analyze and write professional-quality reports, including graphic visualizations (e.g. charts, graphs, pivot tables and PowerPoints) for school administrators to drive proactive decisions and future directions.
Maintain inventory of academic assessment tools and initiatives on campus, results of initiatives and use of results for improvement.
Maintain validity and integrity of records and databases associated with student data.
2. Test Coordination

Create an optimal, secure, fair, orderly and supporting testing environment for every student on school campus.
Check in, verify identification and explain the testing process to students, compile and audit data, generate reports as well as develop a working knowledge of and strong relationships with College Board and other test providers.
Provide professional assistance and consultation on test interpretation and ethical considerations in testing to the school.
Consult with other departments within the school on school facilities, computer hardware and software issues and concerns.
Ensure the integrity of the testing experience and comply with testing procedures and policies.
Oversee inventory and ordering of test materials for the school, and verify shipment; coordinate repacking and shipment materials to College Board and other test providers.
Maintain high level of security for all testing documents. Ensure the secure storage of testing material. Proof test items, test forms and answer keys.
Coordinate and supervise students for disciplinary reasons.
3. Communication

Communicate clearly with students concerning test format and standardization.
Consult with families regarding score interpretations and academic programming.
Advise school administrators on appropriate tests, score usage, and test approval practices.
Provide university advisors, teachers, school administrators and parents with support with regard to testing services in the identification students for selective enrollment universities.
4. Training and Support

Maintain professional knowledge of current trends and best practices in the field.
Work with other departments within the school to monitor issues associated with testing, scoring, and reporting. Train internal and external proctors on compliance with the school’s, College Board’s and other test providers’ policies and procedures.
Create, implement and update the proctor training manual on testing policies and best practices.
Coach administrators and teachers on how to understand data with the aim of improving student learning.


Qualification & Experience
Minimum of bachelor degree, preferred in Education, Psychology, Education Research, Statistics or equivalent from an accredited university.
Sound knowledge of collegiate testing requirements, policies and procedures.
Experiences with teaching, designing tests, administrating and proctoring tests.
Experiences in an international school and familiarity with North American curriculum is highly preferred.
Experience in student academic records is a plus.


Skill & Personality
Thorough knowledge of rules, regulations and ethical guidelines as outlined by the school, College Board and other test providers regarding the administration of standardized tests in the school.

Possess a working knowledge of College Board and its applicable rules and regulations. Keep abreast of policy, regulation and procedure changes.
Native or near native English speaking ability.
Strong oral and written communications skills, including the ability to clearly communicate, interpret, explain and apply the policies and procedures, assessment methods and results in non-technical language.
Able to exercise independent judgement and decision making in handling test administration issues and in the selection of tests for the school.
Skills in resolving conflicts with tact and tolerance with people of different backgrounds.
Proficiency in providing a variety of spreadsheets, charts of testing information, and supporting the integration of databases.
Strong reasoning ability to define problems, collect data, establish facts and draw valid conclusions.
Maintain strict confidentiality of the office and student information is imperative.
Highly organized, accurate and attentive to detail with strong statistical skills.
Able to prioritize and execute tasks in a high-pressured environment.
Be fully cognizant of the need to work outside normal school hours (after-school and weekends) as required.


To apply
This is an exciting opportunity which is challenging and full of learning opportunities. Interested parties please apply via our employment webpage at www.ics.edu.hk together with full resume.
We are committed to providing a child safe environment safeguarding and promoting the welfare of children and young people. All applicants must be willing to undergo thorough background checks and child protection screening.

All personal data collected will be kept in strict confidence and would only be used for recruitment purpose.",,,DA
690,30+ days ago,Data Analyst,Data Analyst,,Welab,,,https://www.indeed.hk//rc/clk?jk=7dc45dce3f3b5561&fccid=b401fe66874e89d4&vjs=3,Hong Kong,"Hong KongAre you an inquisitive and driven individual passionate about fintech? Welab is looking for a Data Analyst to join their team and reinvent conventional financial services through seamless mobile lending experiences!

Perks

Dress code: smart casual
Layout: open plan
Features: table tennis table, board games and video games
Amenities: snacks and drinks
‍

Your Role

Work in the Group Financial Planning and Analysis (FP&A) team to support management on value-added data analysis and timely management information
See through the data to support business decision on segmentation, product pricing, credit risk management, and liquidity management etc
Prepare, analyse and deliver periodic Management Information reports
Proactively look for opportunities to optimize and automate report production
Liaise with local offices to strengthen data governance and ensure consistent application
Involve in ERP system implementation
Work on ad hoc projects when required
‍

Requirements

Bachelor Degree in Statistics, Risk Management, Technology or other related discipline
Relevant experience in financial institutions is preferred
Excellent in SQL and SAS
Excellent in Excel Modelling, knowledge of VBA is a huge plus
Strong analytical mindset and numerical sense
Committed to develop career at a fast-paced environment in the leading fintech company
Good oral and written oral English, Mandarin and Cantonese",,,DA
691,30+ days ago,Data Analyst,Data Analyst,,HongKong Land,2,3.5,https://www.indeed.hk//rc/clk?jk=a380b8deade8eaff&fccid=685bdf321fac3ac4&vjs=3,Hong Kong,"Hong KongResponsibilities
Responsible for requirement study, analysis, design, development and implementation of data warehousing system
Develop and maintain ETL tasks to extract data from various data sources, transform and load to data warehouse and data marts
Deliver high quality deliverables such as management reporting, analytical dashboards and data extracts based on user’s requirements
Prepare documentations including but not limited to user requirement specifications, technical design specifications, release notes, user guides and implementation plans
Provide systems support and analysis for business users in Hong Kong and all overseas offices
Requirements
Degree holder in Computer Science, Information Technology, Statistics or any other related disciplines
Minimum 2-3 years’ experience in data models and ETL processes with hands-on TSQL/SQL programming skills in MS SQL server/Oracle database
Familiar with Excel, .Net, web development experience in HTML, CSS, Java, Javascript and XML
Proficiency in data visualization tools such as Tableau and/or Qlik Sense
Minimum of 5 years of experience in data mining and machine learning
Knowledge in data mining and machine learning is a plus
Detail-minded with good analytical skills and report writing skills
Good command of spoken and written English, Chinese and Putonghua
Candidates with less experience will be considered as Assistant Data Analyst
Information collected is for this recruitment and selection only. Applicants not hearing from us within four weeks from the date of advertisement may consider their applications unsuccessful. All documents and personal data of unsuccessful applicants will be destroyed once the post is filled.",3,5,DA
692,16 days ago,Data Analyst - Marketing,Data Analyst,,Neo Derm Ltd.,6,3.2,https://www.indeed.hk//rc/clk?jk=5ac264b379baaed6&fccid=acdd7980231ab028&vjs=3,Hong Kong,"Hong KongAnalyze traffic data or browsing behavioral data of digital platform to evaluate marketing campaign effectiveness
Responsible for drive deep analytics on business-critical data, e.g. user cohorts analysis, user behavior correlations, conversion funnels, and present reports to management
Provide the customer insights from data analysis and post evaluations and make recommendations on website & APP UIUX development
Prepare descriptive and predictive reports for business activities based on past, present and expected operations
Out-of-box thinking for business requirements with good analytical skills
Assist in business planning, campaign performance and KPIs tracking
Assist in operation report automation
THE SUCCESSFUL CANDIDATE
University graduate in Marketing, Business Management, Information System, Quantitative Analysis, Statistics, or relevant discipline
Proficiency in relational databases, SQL & Excel
Solid experience in statistical modelling, qualitative analysis & A/B testing
Knowledge of BI visualization tools (e.g. Qlik View/Sense or Tableau) and Python / R or a similar language is an advantage
Good analytical and problem solving skills
Able to work under tight timeline
Self-motivated and able to accomplish multiple tasks with minimal supervision
Good interpersonal and communication skills and able to work with people at all levels
Good command in both spoken and written English
Close Print Apply for job
|more",,,DA
693,8 days ago,Business Strategy Manager / Senior Business Strategy Manager (Quantitative strategy –Data analyst),Data Analyst,,Bank of China (Hong Kong),482,4.2,https://www.indeed.hk//rc/clk?jk=957196c32280bf7d&fccid=82a924ef8a1e6217&vjs=3,Hong Kong,"Hong KongResponsibilities:
Drive analytics data strategy, including data capture, data enhancement;
data cleansing - with internal / external data management capability to enable quality analytics;
Process and analyze large datasets to detect hidden signals and patterns in order to predict future events;
Manage BU analytics through data analysis, visualization design and insight generation process, provide expertise when advanced analytics is required;
Work independently yet closely with traders and IT staff.
Requirements:
Degree in Computing, Engineering, Statistics, Math, Actuarial, Finance etc. (preferably with post-graduate degrees);
Preferably at least 1 years of relevant working experience, especially Experience in derivatives pricing, machine-based learning and data-mining is a PLUS;
Programming skills in C#,C++ , scripting/programming language(s) like Python, R and Database language , Knowledge of text mining / Natural Language Processing (NLP) / web analytics is preferred;
Passionate about research and data, and eager to learn and self-driven
Good command in both written and spoken English and Chinese",1,1,DA
694,30+ days ago,Junior Data Analyst,Data Analyst,,Neo Derm Ltd.,6,3.2,https://www.indeed.hk//rc/clk?jk=a3e4301eaeaa5d4d&fccid=acdd7980231ab028&vjs=3,Hong Kong,"Hong KongProvide regular and ad hoc analytics reports to end usersPerform comprehensive analysis of treatments or products to improve business processesPerform in-depth analysis for customers, sales and marketing related dataCooperate with marketing team for provide report and analysis in order to achieve the business goalsWork with IT development team to establish more robust and advanced information platform for data analysis and data reporting
THE SUCCESSFUL CANDIDATE
University graduate in Computer Science, Information System, Quantitative Analysis, Statistics or related disciplinesSolid experience in data manipulation with Microsoft SQL Server & ExcelStrong database management skills and practical experience in handling large amount of dataSolid working experience in SQL is a mustKnowledge of data warehouse is an advantageFresh graduates are welcome
Close Print Apply for job
|more",0,,DA
695,21 days ago,Quantitative Data Analyst / Programmer,Data Analyst,,Macquarie Group Limited,160,3.9,https://www.indeed.hk//rc/clk?jk=7a3cf15ccff69704&fccid=ca2285c3548c3efe&vjs=3,Hong Kong,"Hong KongIn this role, you will be required to process large scale raw data into easy-to-understand and user friendly information – ensuring data accuracy, integrity and managing data controls. You’ll need a strong awareness of the commercial value of your work as you support the trading desks. You will be keen and able to participate in a global product, communicating readily with the Group’s other teams around the globe.

You will have a passion for analytics, programming and big data in order to solve problems and drive new business opportunities. You will have strong programming skills with a deep understanding of data structures and algorithms and at least 3 years’ experience in managing large scale and complex data sets in a quant or trading space. You’ll possess excellent problem solving and communication skills and be happy to converse with stakeholders at all levels.

It’s important that you can bring to this role, extensive experience managing big data, handling storage procedures and query optimisation; using tools such as SQL, AWS, KDB, C#, Python, R, shell script, JavaScript, and SOAP/Restful Web Service. You’ll also have experience with machine-learning models (regression, time-series, decision tree, Bayes, Neural Network, Deep Learning). In addition to this, you will have solid experience with third party data such as Bloomberg, Factset, DataStream etc., and experience with continuous integration tools such as Jira, Bitbucket or Bamboo.

If you’re ready for a new and exciting challenge, we look forward to hearing from you.

Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.

Find out more about Macquarie at www.macquarie.com/about

Macquarie understands the importance of diversity and inclusion - our long history of success has come from being different. At Macquarie we value the innovation and creativity that diversity of thought brings. The one thing we all have in common is our focus on high performance. If you're capable, motivated and can deliver, we want you on our team.

We facilitate a range of flexible working arrangements within our teams. Talk to us about what flexibility may be available.",3,3,DA
696,30+ days ago,"Systems Analyst, Data Migration",Data Analyst,,Chong Hing Bank 創興銀行,,,https://www.indeed.hk//rc/clk?jk=1cf2482ab94c8d48&fccid=7bf046ef40c135b0&vjs=3,Hong Kong,"Hong KongLead the core banking project data migration related activities and participate in all data migration related aspects
Communicate with users, IT team and the vendor to compile the Data Migration Approach
Communicate with users and IT team to compile the Data Mapping Specification and verification reports
Coordinate the data migration development and data verification testing
Conduct quality assurance on data migration deliverables
Requirements:
University graduate in Computer Science, Information Technology or related disciplines
Minimum 8 years’ experience in IT development preferably in banking industry
Proactive, innovative, with good project management, communication and analytical skills
Excellent problem-solving capability, able to working independently and under pressure
Knowledge of Core Banking business, Payment or Loans is an advantage
Good command of written and spoken English and Chinese",8,8,DA
